Gm#,Date,Season,Tm,,Opp,W/L,R,RA,W-L,Rank,GB,Time,D/N,Attendance
1,Sunday Apr 5,2015,CHC,,STL,L,0,3,0-1,5,1,3:04,N,35055
2,Wednesday Apr 8,2015,CHC,,STL,W,2,0,1-Jan,2,1,2:23,D,26814
3,Friday Apr 10,2015,CHC,@,COL,L,1,5,2-Jan,2,2.5,3:01,D,49303
4,Saturday Apr 11,2015,CHC,@,COL,W,9,5,2-Feb,2,1.5,3:19,N,43812
5,Sunday Apr 12,2015,CHC,@,COL,W,6,5,2-Mar,2,0.5,3:05,D,41363
6,Monday Apr 13,2015,CHC,,CIN,W-wo,7,6,2-Apr,1,up 0.5,3:02,N,26390
7,Tuesday Apr 14,2015,CHC,,CIN,L,2,3,3-Apr,2,0.5,2:45,N,27525
8,Wednesday Apr 15,2015,CHC,,CIN,W,5,0,3-May,1,up 0.5,2:39,N,29205
9,Friday Apr 17,2015,CHC,,SDP,L,4,5,4-May,2,1,2:57,D,32138
10,Saturday Apr 18,2015,CHC,,SDP,W-wo,7,6,4-Jun,2,1,3:49,D,33958
11,Sunday Apr 19,2015,CHC,,SDP,L,2,5,5-Jun,2,2,2:51,D,29113
12,Monday Apr 20,2015,CHC,@,PIT,W,5,2,5-Jul,2,1.5,3:13,N,11777
13,Tuesday Apr 21,2015,CHC,@,PIT,W,9,8,5-Aug,2,0.5,3:18,N,13680
14,Wednesday Apr 22,2015,CHC,@,PIT,L,3,4,6-Aug,2,1.5,3:04,N,15101
15,Thursday Apr 23,2015,CHC,@,PIT,L,4,5,7-Aug,2,2.5,3:06,D,22224
16,Friday Apr 24,2015,CHC,@,CIN,W,7,3,7-Sep,2,2.5,3:48,N,39891
17,Sunday Apr 26,2015,CHC,@,CIN,W,5,2,7-Oct,2,2,2:46,D,38954
18,Monday Apr 27,2015,CHC,,PIT,W,4,0,7-Nov,2,1,2:20,N,29159
19,Tuesday Apr 28,2015,CHC,,PIT,W,6,2,7-Dec,2,1,2:51,N,29915
20,Wednesday Apr 29,2015,CHC,,PIT,L,1,8,8-Dec,2,2,3:04,N,30634
21,Friday May 1,2015,CHC,,MIL,W,1,0,13-8,2,2.5,2:39,D,31128
22,Saturday May 2,2015,CHC,,MIL,L,1,6,13-9,2,3.5,3:05,D,34878
23,Sunday May 3,2015,CHC,,MIL,L,3,5,13-10,2,4.5,3:01,D,33398
24,Monday May 4,2015,CHC,@,STL,L,9,10,13-11,2,5.5,3:39,N,41981
25,Tuesday May 5,2015,CHC,@,STL,L,4,7,13-12,2,6.5,3:13,N,41613
26,Wednesday May 6,2015,CHC,@,STL,W,6,5,14-12,2,5.5,2:56,N,42207
27,Thursday May 7,2015,CHC,@,STL,L,1,5,14-13,2,6.5,2:53,D,44472
28,Friday May 8,2015,CHC,@,MIL,W,7,6,15-13,2,6.5,3:03,N,38283
29,Saturday May 9,2015,CHC,@,MIL,L,4,12,15-14,2,6.5,3:03,N,39600
30,Sunday May 10,2015,CHC,@,MIL,L-wo,2,3,15-15,2,6.5,3:26,D,41467
31,Monday May 11,2015,CHC,,NYM,W,4,3,16-15,2,6,2:56,N,32980
32,Tuesday May 12,2015,CHC,,NYM,W,6,1,17-15,2,6,2:55,N,31542
33,Wednesday May 13,2015,CHC,,NYM,W-wo,2,1,18-15,2,5,2:37,N,33709
34,Thursday May 14,2015,CHC,,NYM,W,6,5,19-15,2,5,2:49,D,31496
35,Friday May 15,2015,CHC,,PIT,W-wo,11,10,20-15,2,4,5:01,D,33617
36,Saturday May 16,2015,CHC,,PIT,W,4,1,21-15,2,3,3:05,D,38883
37,Sunday May 17,2015,CHC,,PIT,L,0,3,21-16,2,4,3:07,D,36289
38,Tuesday May 19,2015,CHC,@,SDP,L,3,4,21-17,2,4.5,2:47,N,25917
39,Wednesday May 20,2015,CHC,@,SDP,W,3,2,22-17,2,4.5,2:57,N,25028
40,Thursday May 21,2015,CHC,@,SDP,W,3,0,23-17,2,3.5,2:08,N,30021
41,Friday May 22,2015,CHC,@,ARI,L-wo,4,5,23-18,2,3.5,4:27,N,34498
42,Saturday May 23,2015,CHC,@,ARI,W,9,6,24-18,2,2.5,3:14,N,30502
43,Sunday May 24,2015,CHC,@,ARI,L,3,4,24-19,2,3.5,2:31,D,39660
44,Monday May 25,2015,CHC,,WSN,L,1,2,24-20,2,4.5,2:39,D,38463
45,Tuesday May 26,2015,CHC,,WSN,W-wo,3,2,25-20,2,4.5,2:33,N,30440
46,Wednesday May 27,2015,CHC,,WSN,L,0,3,25-21,2,5.5,3:00,N,34215
47,Friday May 29,2015,CHC,,KCR,L,4,8,25-22,2,6.5,3:09,D,34273
48,Sunday May 31,2015,CHC,,KCR,W-wo,2,1,26-22,2,6,3:39,D,37766
49,Monday Jun 1,2015,CHC,@,MIA,W,5,1,27-22,2,5,2:45,N,20964
50,Tuesday Jun 2,2015,CHC,@,MIA,L,2,5,27-23,2,6,2:33,N,23789
51,Wednesday Jun 3,2015,CHC,@,MIA,L,3,7,27-24,3,7,2:56,N,22962
52,Thursday Jun 4,2015,CHC,@,WSN,W,2,1,28-24,3,7,3:16,N,35465
53,Friday Jun 5,2015,CHC,@,WSN,L,5,7,28-25,3,8,2:58,N,36124
54,Saturday Jun 6,2015,CHC,@,WSN,W,4,2,29-25,3,7,2:52,D,38214
55,Sunday Jun 7,2015,CHC,@,WSN,W,6,3,30-25,3,7,3:12,D,40939
56,Tuesday Jun 9,2015,CHC,@,DET,L,0,6,30-26,2,6.5,2:53,N,33301
57,Wednesday Jun 10,2015,CHC,@,DET,W,12,3,31-26,2,6.5,3:18,N,33397
58,Thursday Jun 11,2015,CHC,,CIN,W,6,3,32-26,2,6,2:58,N,35031
59,Friday Jun 12,2015,CHC,,CIN,L,4,5,32-27,3,7,3:21,D,40016
60,Saturday Jun 13,2015,CHC,,CIN,W-wo,4,3,33-27,3,7,2:39,N,40693
61,Sunday Jun 14,2015,CHC,,CIN,W-wo,2,1,34-27,3,6.5,3:54,N,33201
62,Tuesday Jun 16,2015,CHC,,CLE,L,0,6,34-28,3,8,3:08,N,35914
63,Wednesday Jun 17,2015,CHC,@,CLE,W,17,0,35-28,3,7,3:06,N,15572
64,Thursday Jun 18,2015,CHC,@,CLE,L,3,4,35-29,3,7,3:01,N,15891
65,Friday Jun 19,2015,CHC,@,MIN,L,2,7,35-30,3,8,2:18,N,36817
66,Saturday Jun 20,2015,CHC,@,MIN,W,4,1,36-30,3,8,3:17,D,40066
67,Sunday Jun 21,2015,CHC,@,MIN,W,8,0,37-30,3,7,2:59,D,40273
68,Monday Jun 22,2015,CHC,,LAD,W,4,2,38-30,3,6.5,2:40,N,35147
69,Tuesday Jun 23,2015,CHC,,LAD,W-wo,1,0,39-30,3,6.5,3:10,N,36799
70,Wednesday Jun 24,2015,CHC,,LAD,L,2,5,39-31,3,7.5,3:12,N,36653
71,Thursday Jun 25,2015,CHC,,LAD,L,0,4,39-32,3,8.5,2:57,D,41498
72,Friday Jun 26,2015,CHC,@,STL,L-wo,2,3,39-33,3,9.5,3:25,N,45558
73,Saturday Jun 27,2015,CHC,@,STL,L,1,8,39-34,3,10.5,3:03,N,46407
74,Sunday Jun 28,2015,CHC,@,STL,L,1,4,39-35,3,11.5,2:28,N,45384
75,Tuesday Jun 30,2015,CHC,@,NYM,W,1,0,40-35,3,10.5,2:22,N,27084
76,Wednesday Jul 1,2015,CHC,@,NYM,W,2,0,41-35,3,9.5,3:40,N,23906
77,Thursday Jul 2,2015,CHC,@,NYM,W,6,1,42-35,3,8.5,2:41,D,27207
78,Friday Jul 3,2015,CHC,,MIA,L,1,2,42-36,3,8.5,2:50,D,41212
79,Saturday Jul 4,2015,CHC,,MIA,W,7,2,43-36,3,8.5,2:40,N,37898
80,Sunday Jul 5,2015,CHC,,MIA,W,2,0,44-36,3,8.5,2:18,D,37764
81,Monday Jul 6,2015,CHC,,STL,L,0,6,44-37,3,9.5,2:43,N,37609
82,Tuesday Jul 7 (1),2015,CHC,,STL,W,7,4,45-37,3,7.5,3:10,D,34368
83,Tuesday Jul 7 (2),2015,CHC,,STL,W,5,3,46-37,3,7.5,3:02,N,35703
84,Wednesday Jul 8,2015,CHC,,STL,L,5,6,46-38,3,8.5,3:11,N,37993
85,Friday Jul 10,2015,CHC,,CHW,L,0,1,46-39,3,9,2:40,D,41580
86,Saturday Jul 11,2015,CHC,,CHW,L,1,5,46-40,3,9,2:45,D,41596
87,Sunday Jul 12,2015,CHC,,CHW,W,3,1,47-40,3,8,2:18,D,41688
88,Friday Jul 17,2015,CHC,@,ATL,L,2,4,47-41,3,9,3:04,N,42532
89,Saturday Jul 18,2015,CHC,@,ATL,W,4,0,48-41,3,9,3:06,N,45758
90,Sunday Jul 19,2015,CHC,@,ATL,W,4,1,49-41,3,8,3:18,N,31690
91,Monday Jul 20,2015,CHC,@,CIN,L,4,5,49-42,3,8.5,3:09,N,34900
92,Tuesday Jul 21,2015,CHC,@,CIN,W,5,4,50-42,3,8.5,4:51,N,36845
93,Wednesday Jul 22 (1),2015,CHC,@,CIN,L,1,9,50-43,3,9,2:42,D,35093
94,Wednesday Jul 22 (2),2015,CHC,@,CIN,W,6,5,51-43,3,9,3:39,N,39183
95,Friday Jul 24,2015,CHC,,PHI,L,3,5,51-44,3,10.5,3:13,D,41230
96,Saturday Jul 25,2015,CHC,,PHI,L,0,5,51-45,3,11.5,2:38,D,41683
97,Sunday Jul 26,2015,CHC,,PHI,L,5,11,51-46,3,11.5,3:01,D,41123
98,Monday Jul 27,2015,CHC,,COL,W-wo,9,8,52-46,3,11.5,3:35,N,35070
99,Tuesday Jul 28,2015,CHC,,COL,L,2,7,52-47,3,11.5,3:11,N,36747
100,Wednesday Jul 29,2015,CHC,,COL,W,3,2,53-47,3,10.5,2:37,D,38874
101,Thursday Jul 30,2015,CHC,@,MIL,W,5,2,54-47,3,10.5,3:07,N,36306
102,Friday Jul 31,2015,CHC,@,MIL,W,4,1,55-47,3,10.5,3:18,N,35669
103,Saturday Aug 1,2015,CHC,@,MIL,W,4,2,56-47,3,9.5,2:55,N,41720
104,Sunday Aug 2,2015,CHC,@,MIL,W,4,3,57-47,3,9.5,3:12,D,38536
105,Tuesday Aug 4,2015,CHC,@,PIT,W,5,0,58-47,3,8.5,3:15,N,34993
106,Wednesday Aug 5,2015,CHC,@,PIT,L,5,7,58-48,3,9.5,3:05,N,35759
107,Thursday Aug 6,2015,CHC,,SFG,W,5,4,59-48,3,9.5,3:22,N,41242
108,Friday Aug 7,2015,CHC,,SFG,W,7,3,60-48,3,9.5,3:13,D,41311
109,Saturday Aug 8,2015,CHC,,SFG,W,8,6,61-48,3,9.5,3:14,D,41305
110,Sunday Aug 9,2015,CHC,,SFG,W,2,0,62-48,3,8.5,3:13,D,39939
111,Tuesday Aug 11,2015,CHC,,MIL,W,6,3,63-48,3,8.5,3:10,N,37109
112,Wednesday Aug 12,2015,CHC,,MIL,W-wo,3,2,64-48,3,8.5,2:55,N,36438
113,Thursday Aug 13,2015,CHC,,MIL,W,9,2,65-48,3,7.5,3:09,D,40799
114,Friday Aug 14,2015,CHC,@,CHW,W,6,5,66-48,3,7.5,3:20,D,36386
115,Saturday Aug 15,2015,CHC,@,CHW,W,6,3,67-48,3,7.5,3:35,N,39579
116,Sunday Aug 16,2015,CHC,@,CHW,L,1,3,67-49,3,7.5,2:46,D,39475
117,Tuesday Aug 18,2015,CHC,,DET,L,8,10,67-50,3,8,3:36,N,39684
118,Wednesday Aug 19,2015,CHC,,DET,L,8,15,67-51,3,9,3:48,N,40310
119,Thursday Aug 20,2015,CHC,,ATL,W,7,1,68-51,3,8.5,2:59,N,34633
120,Friday Aug 21,2015,CHC,,ATL,W,5,3,69-51,3,7.5,2:53,D,39211
121,Saturday Aug 22,2015,CHC,,ATL,W,9,7,70-51,3,6.5,2:42,D,41196
122,Sunday Aug 23,2015,CHC,,ATL,W,9,3,71-51,3,6.5,2:57,D,39581
123,Monday Aug 24,2015,CHC,,CLE,W-wo,2,1,72-51,3,6.5,2:38,D,36283
124,Tuesday Aug 25,2015,CHC,@,SFG,W,8,5,73-51,3,6.5,3:08,N,41595
125,Wednesday Aug 26,2015,CHC,@,SFG,L,2,4,73-52,3,7.5,2:39,N,41640
126,Thursday Aug 27,2015,CHC,@,SFG,L,1,9,73-53,3,8.5,2:36,D,41847
127,Friday Aug 28,2015,CHC,@,LAD,L,1,4,73-54,3,8.5,2:28,N,44874
128,Saturday Aug 29,2015,CHC,@,LAD,L,2,5,73-55,3,9.5,3:23,N,51697
129,Sunday Aug 30,2015,CHC,@,LAD,W,2,0,74-55,3,9.5,2:42,N,46679
130,Monday Aug 31,2015,CHC,,CIN,L,6,13,74-56,3,10.5,3:22,N,34017
131,Tuesday Sep 1,2015,CHC,,CIN,W,5,4,75-56,3,10.5,3:03,N,33756
132,Wednesday Sep 2,2015,CHC,,CIN,L,4,7,75-57,3,10.5,3:10,D,31165
133,Friday Sep 4,2015,CHC,,ARI,W,14,5,76-57,3,9.5,3:40,D,36132
134,Saturday Sep 5,2015,CHC,,ARI,W,2,0,77-57,3,9.5,2:34,D,40690
135,Sunday Sep 6,2015,CHC,,ARI,W,6,4,78-57,3,8.5,3:01,D,41183
136,Monday Sep 7,2015,CHC,@,STL,W,9,0,79-57,3,7.5,2:47,D,45986
137,Tuesday Sep 8,2015,CHC,@,STL,W,8,5,80-57,3,6.5,3:07,N,42206
138,Wednesday Sep 9,2015,CHC,@,STL,L,3,4,80-58,3,7.5,2:47,D,43557
139,Friday Sep 11 (1),2015,CHC,@,PHI,W,5,1,81-58,3,5.5,2:54,N,
140,Friday Sep 11 (2),2015,CHC,@,PHI,W,7,3,82-58,3,5.5,2:56,N,22538
141,Saturday Sep 12,2015,CHC,@,PHI,L-wo,5,7,82-59,3,5.5,3:12,N,20813
142,Sunday Sep 13,2015,CHC,@,PHI,L,4,7,82-60,3,6.5,3:04,D,23450
143,Tuesday Sep 15 (1),2015,CHC,@,PIT,L,4,5,82-61,3,7,2:51,D,31488
144,Tuesday Sep 15 (2),2015,CHC,@,PIT,W,2,1,83-61,3,7,2:44,N,25914
145,Wednesday Sep 16,2015,CHC,@,PIT,W,3,2,84-61,3,7,4:17,N,31945
146,Thursday Sep 17,2015,CHC,@,PIT,W,9,6,85-61,3,7,3:05,D,28228
147,Friday Sep 18,2015,CHC,,STL,W,8,3,86-61,3,6,3:26,D,40846
148,Saturday Sep 19,2015,CHC,,STL,W,5,4,87-61,3,5,3:11,D,40994
149,Sunday Sep 20,2015,CHC,,STL,L,3,4,87-62,3,6,3:26,D,40962
150,Monday Sep 21,2015,CHC,,MIL,W,9,5,88-62,3,6,3:08,N,34373
151,Tuesday Sep 22,2015,CHC,,MIL,W,4,0,89-62,3,6,2:22,N,36270
152,Wednesday Sep 23,2015,CHC,,MIL,L,1,4,89-63,3,7,2:38,N,37559
153,Friday Sep 25,2015,CHC,,PIT,L,2,3,89-64,3,7.5,3:01,D,40432
154,Saturday Sep 26,2015,CHC,,PIT,L,0,4,89-65,3,8.5,2:58,D,41150
155,Sunday Sep 27,2015,CHC,,PIT,W,4,0,90-65,3,7.5,2:52,N,40617
156,Monday Sep 28,2015,CHC,,KCR,W-wo,1,0,91-65,3,7.5,2:49,N,40552
157,Tuesday Sep 29,2015,CHC,@,CIN,W,4,1,92-65,3,7,2:48,N,18168
158,Wednesday Sep 30,2015,CHC,@,CIN,W,10,3,93-65,3,6.5,3:00,N,21397
159,Thursday Oct 1,2015,CHC,@,CIN,W,5,3,94-65,3,6,2:55,D,26352
160,Friday Oct 2,2015,CHC,@,MIL,W,6,1,95-65,3,5,3:01,N,30044
161,Saturday Oct 3,2015,CHC,@,MIL,W,1,0,96-65,3,4.5,2:49,N,35291
162,Sunday Oct 4,2015,CHC,@,MIL,W,3,1,97-65,3,3,2:44,D,32959
1,Monday Apr 4,2016,CHC,@,LAA,W,9,0,Jan-00,1,Tied,3:08,N,44020
2,Tuesday Apr 5,2016,CHC,@,LAA,W,6,1,Feb-00,1,Tied,2:34,N,37042
3,Thursday Apr 7,2016,CHC,@,ARI,W,14,6,Mar-00,1,Tied,3:29,N,24656
4,Friday Apr 8,2016,CHC,@,ARI,L-wo,2,3,1-Mar,2,1,2:48,N,27539
5,Saturday Apr 9,2016,CHC,@,ARI,W,4,2,1-Apr,1,Tied,2:46,N,32185
6,Sunday Apr 10,2016,CHC,@,ARI,W,7,3,1-May,1,Tied,3:21,D,33258
7,Monday Apr 11,2016,CHC,,CIN,W,5,3,1-Jun,1,up 1.0,3:03,N,40882
8,Wednesday Apr 13,2016,CHC,,CIN,W,9,2,1-Jul,1,up 2.0,3:03,N,36496
9,Thursday Apr 14,2016,CHC,,CIN,W,8,1,1-Aug,1,up 3.0,3:07,N,34898
10,Friday Apr 15,2016,CHC,,COL,L,1,6,2-Aug,1,up 2.0,2:59,D,34437
11,Saturday Apr 16,2016,CHC,,COL,W,6,2,2-Sep,1,up 3.0,2:39,D,41702
12,Sunday Apr 17,2016,CHC,,COL,L,0,2,3-Sep,1,up 2.0,2:38,D,41678
13,Monday Apr 18,2016,CHC,@,STL,W,5,0,3-Oct,1,up 3.0,2:32,N,45432
14,Tuesday Apr 19,2016,CHC,@,STL,W,2,1,3-Nov,1,up 4.0,3:20,N,43841
15,Wednesday Apr 20,2016,CHC,@,STL,L,3,5,4-Nov,1,up 3.0,2:40,D,43093
16,Thursday Apr 21,2016,CHC,@,CIN,W,16,0,4-Dec,1,up 3.5,2:56,N,16497
17,Friday Apr 22,2016,CHC,@,CIN,W,8,1,13-4,1,up 4.0,3:03,N,25940
18,Saturday Apr 23,2016,CHC,@,CIN,L,5,13,13-5,1,up 3.5,3:19,N,41660
19,Sunday Apr 24,2016,CHC,@,CIN,W,9,0,14-5,1,up 3.5,3:08,D,36220
20,Tuesday Apr 26,2016,CHC,,MIL,W,4,3,15-5,1,up 3.5,3:09,N,35861
21,Thursday Apr 28,2016,CHC,,MIL,W,7,2,16-5,1,up 3.5,3:45,D,32734
22,Friday Apr 29,2016,CHC,,ATL,W,6,1,17-5,1,up 3.5,2:38,D,34007
23,Sunday May 1,2016,CHC,,ATL,L,3,4,17-6,1,up 3.0,3:04,D,40164
24,Monday May 2,2016,CHC,@,PIT,W,7,2,18-6,1,up 4.0,3:18,N,18376
25,Tuesday May 3,2016,CHC,@,PIT,W,7,1,19-6,1,up 5.0,2:31,N,22195
26,Wednesday May 4,2016,CHC,@,PIT,W,6,2,20-6,1,up 6.0,3:25,D,28782
27,Thursday May 5,2016,CHC,,WSN,W,5,2,21-6,1,up 6.5,3:05,N,37564
28,Friday May 6,2016,CHC,,WSN,W,8,6,22-6,1,up 6.5,2:46,D,39206
29,Saturday May 7,2016,CHC,,WSN,W,8,5,23-6,1,up 7.5,3:32,D,40471
30,Sunday May 8,2016,CHC,,WSN,W-wo,4,3,24-6,1,up 7.5,4:54,D,41233
31,Tuesday May 10,2016,CHC,,SDP,W,8,7,25-6,1,up 8.5,3:13,N,34680
32,Wednesday May 11 (1),2016,CHC,,SDP,L,4,7,25-7,1,up 7.0,3:15,D,34508
33,Wednesday May 11 (2),2016,CHC,,SDP,L,0,1,25-8,1,up 7.0,2:45,N,37828
34,Friday May 13,2016,CHC,,PIT,W,9,4,26-8,1,up 8.0,2:55,D,37479
35,Saturday May 14,2016,CHC,,PIT,W,8,2,27-8,1,up 9.0,2:42,D,40953
36,Sunday May 15,2016,CHC,,PIT,L,1,2,27-9,1,up 8.0,2:55,D,40814
37,Tuesday May 17,2016,CHC,@,MIL,L,2,4,27-10,1,up 6.5,2:10,N,24361
38,Wednesday May 18,2016,CHC,@,MIL,W,2,1,28-10,1,up 7.5,5:00,N,31212
39,Thursday May 19,2016,CHC,@,MIL,L,3,5,28-11,1,up 6.5,2:58,D,38781
40,Friday May 20,2016,CHC,@,SFG,W,8,1,29-11,1,up 6.5,3:11,N,41750
41,Saturday May 21,2016,CHC,@,SFG,L,3,5,29-12,1,up 6.5,3:17,D,41507
42,Sunday May 22,2016,CHC,@,SFG,L,0,1,29-13,1,up 6.0,2:33,N,41359
43,Monday May 23,2016,CHC,@,STL,L-wo,3,4,29-14,1,up 5.0,2:48,N,45008
44,Tuesday May 24,2016,CHC,@,STL,W,12,3,30-14,1,up 5.0,3:10,N,44588
45,Wednesday May 25,2016,CHC,@,STL,W,9,8,31-14,1,up 5.0,3:38,D,45565
46,Friday May 27,2016,CHC,,PHI,W,6,2,32-14,1,up 4.5,3:04,D,38941
47,Saturday May 28,2016,CHC,,PHI,W,4,1,33-14,1,up 5.5,2:18,D,41555
48,Sunday May 29,2016,CHC,,PHI,W,7,2,34-14,1,up 6.5,2:50,D,41575
49,Monday May 30,2016,CHC,,LAD,W,2,0,35-14,1,up 6.5,2:40,D,41470
50,Tuesday May 31,2016,CHC,,LAD,L,0,5,35-15,1,up 6.5,2:57,N,34681
51,Wednesday Jun 1,2016,CHC,,LAD,W,2,1,36-15,1,up 7.5,2:29,N,36426
52,Thursday Jun 2,2016,CHC,,LAD,W,7,2,37-15,1,up 8.5,2:25,D,37422
53,Friday Jun 3,2016,CHC,,ARI,W,6,0,38-15,1,up 9.5,3:00,D,38813
54,Saturday Jun 4,2016,CHC,,ARI,W,5,3,39-15,1,up 9.5,2:46,D,40415
55,Sunday Jun 5,2016,CHC,,ARI,L,2,3,39-16,1,up 9.5,3:00,D,41596
56,Monday Jun 6,2016,CHC,@,PHI,W,6,4,40-16,1,up10.0,3:05,N,22162
57,Tuesday Jun 7,2016,CHC,@,PHI,L,2,3,40-17,1,up 8.5,2:45,N,27381
58,Wednesday Jun 8,2016,CHC,@,PHI,W,8,1,41-17,1,up 9.5,2:44,D,28650
59,Friday Jun 10,2016,CHC,@,ATL,L,1,5,41-18,1,up 9.0,2:51,N,30547
60,Saturday Jun 11,2016,CHC,@,ATL,W,8,2,42-18,1,up 9.0,2:45,D,43114
61,Sunday Jun 12,2016,CHC,@,ATL,W,13,2,43-18,1,up 9.0,3:42,D,31625
62,Monday Jun 13,2016,CHC,@,WSN,L,1,4,43-19,1,up 8.5,2:44,N,37187
63,Tuesday Jun 14,2016,CHC,@,WSN,W,4,3,44-19,1,up 9.5,3:03,N,41955
64,Wednesday Jun 15,2016,CHC,@,WSN,L-wo,4,5,44-20,1,up 9.5,4:17,D,42000
65,Friday Jun 17,2016,CHC,,PIT,W,6,0,45-20,1,up10.5,3:18,D,41547
66,Saturday Jun 18,2016,CHC,,PIT,W,4,3,46-20,1,up11.5,3:00,N,41424
67,Sunday Jun 19,2016,CHC,,PIT,W,10,5,47-20,1,up12.5,3:23,N,41024
68,Monday Jun 20,2016,CHC,,STL,L,2,3,47-21,1,up11.5,3:00,N,41166
69,Tuesday Jun 21,2016,CHC,,STL,L,3,4,47-22,1,up10.5,2:55,N,41616
70,Wednesday Jun 22,2016,CHC,,STL,L,2,7,47-23,1,up 9.5,3:02,D,41058
71,Thursday Jun 23,2016,CHC,@,MIA,L,2,4,47-24,1,up 9.0,2:43,N,25291
72,Friday Jun 24,2016,CHC,@,MIA,W,5,4,48-24,1,up10.0,3:24,N,24385
73,Saturday Jun 25,2016,CHC,@,MIA,L,6,9,48-25,1,up10.0,3:09,D,29457
74,Sunday Jun 26,2016,CHC,@,MIA,L,1,6,48-26,1,up 9.0,3:07,D,27318
75,Monday Jun 27,2016,CHC,@,CIN,W,11,8,49-26,1,up10.0,3:22,N,31762
76,Tuesday Jun 28,2016,CHC,@,CIN,W,7,2,50-26,1,up10.0,4:43,N,35999
77,Wednesday Jun 29,2016,CHC,@,CIN,W,9,2,51-26,1,up11.0,3:14,D,37188
78,Thursday Jun 30,2016,CHC,@,NYM,L,3,4,51-27,1,up11.0,3:22,N,40122
79,Friday Jul 1,2016,CHC,@,NYM,L,2,10,51-28,1,up10.0,2:56,N,34294
80,Saturday Jul 2,2016,CHC,@,NYM,L,3,4,51-29,1,up 9.0,3:06,N,41151
81,Sunday Jul 3,2016,CHC,@,NYM,L,3,14,51-30,1,up 8.0,3:17,D,36137
82,Monday Jul 4,2016,CHC,,CIN,W,10,4,52-30,1,up 9.0,3:01,D,41293
83,Tuesday Jul 5,2016,CHC,,CIN,L,5,9,52-31,1,up 9.0,3:08,D,41310
84,Wednesday Jul 6,2016,CHC,,CIN,L,3,5,52-32,1,up 8.5,2:56,D,41262
85,Thursday Jul 7,2016,CHC,,ATL,L,3,4,52-33,1,up 8.0,3:54,N,41480
86,Friday Jul 8,2016,CHC,@,PIT,L,4,8,52-34,1,up 7.5,3:23,N,35904
87,Saturday Jul 9,2016,CHC,@,PIT,L,6,12,52-35,1,up 6.5,3:31,N,37796
88,Sunday Jul 10,2016,CHC,@,PIT,W,6,5,53-35,1,up 7.0,2:58,D,37998
89,Friday Jul 15,2016,CHC,,TEX,W,6,0,54-35,1,up 8.0,2:44,D,41482
90,Saturday Jul 16,2016,CHC,,TEX,W,3,1,55-35,1,up 8.0,2:47,D,41346
91,Sunday Jul 17,2016,CHC,,TEX,L,1,4,55-36,1,up 8.0,2:17,D,41213
92,Monday Jul 18,2016,CHC,,NYM,W,5,1,56-36,1,up 8.0,2:56,N,41353
93,Tuesday Jul 19,2016,CHC,,NYM,L,1,2,56-37,1,up 7.5,3:04,N,41456
94,Wednesday Jul 20,2016,CHC,,NYM,W,6,2,57-37,1,up 7.0,2:49,D,41210
95,Friday Jul 22,2016,CHC,@,MIL,W,5,2,58-37,1,up 6.5,3:07,N,42243
96,Saturday Jul 23,2016,CHC,@,MIL,L,1,6,58-38,1,up 6.5,2:56,N,44643
97,Sunday Jul 24,2016,CHC,@,MIL,W,6,5,59-38,1,up 7.5,4:08,D,43310
98,Monday Jul 25,2016,CHC,@,CHW,L-wo,4,5,59-39,1,up 7.0,3:23,N,39510
99,Tuesday Jul 26,2016,CHC,@,CHW,L,0,3,59-40,1,up 6.5,2:55,N,39553
100,Wednesday Jul 27,2016,CHC,,CHW,W,8,1,60-40,1,up 6.5,2:51,N,41166
101,Thursday Jul 28,2016,CHC,,CHW,W,3,1,61-40,1,up 6.5,2:51,N,41157
102,Friday Jul 29,2016,CHC,,SEA,W,12,1,62-40,1,up 6.5,3:08,D,40951
103,Saturday Jul 30,2016,CHC,,SEA,L,1,4,62-41,1,up 6.5,2:37,D,41401
104,Sunday Jul 31,2016,CHC,,SEA,W-wo,7,6,63-41,1,up 7.5,4:18,N,40952
105,Monday Aug 1,2016,CHC,,MIA,W,5,0,64-41,1,up 8.0,2:47,N,40937
106,Tuesday Aug 2,2016,CHC,,MIA,W,3,2,65-41,1,up 9.0,2:48,N,40419
107,Wednesday Aug 3,2016,CHC,,MIA,W-wo,5,4,66-41,1,up 9.0,3:19,D,41147
108,Friday Aug 5,2016,CHC,@,OAK,W,7,2,67-41,1,up 9.5,2:56,N,25182
109,Saturday Aug 6,2016,CHC,@,OAK,W,4,0,68-41,1,up10.5,2:56,D,32358
110,Sunday Aug 7,2016,CHC,@,OAK,W,3,1,69-41,1,up11.5,2:53,D,23450
111,Tuesday Aug 9,2016,CHC,,LAA,W,5,1,70-41,1,up12.0,2:22,N,41227
112,Wednesday Aug 10,2016,CHC,,LAA,W,3,1,71-41,1,up12.0,2:50,N,41015
113,Thursday Aug 11,2016,CHC,,STL,W-wo,4,3,72-41,1,up13.0,3:55,N,40597
114,Friday Aug 12,2016,CHC,,STL,W,13,2,73-41,1,up14.0,2:59,D,40848
115,Saturday Aug 13,2016,CHC,,STL,L,4,8,73-42,1,up13.0,2:50,D,41278
116,Sunday Aug 14,2016,CHC,,STL,L,4,6,73-43,1,up12.0,3:02,N,41019
117,Tuesday Aug 16 (1),2016,CHC,,MIL,W,4,0,74-43,1,up12.5,3:12,D,41148
